"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          46, -5.65149184e-03, 6.20306650e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -9.96139730e-04, 6.20306650e-02, -5.65149184e-03, 0.00000000e+00, -9.11080324e-02, 0.00000000e+00, 0.00000000e+00, 2.68066480e+00, 5.93038210e+00, 4.44325105e+00, 8.92995862e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0592986667
          47, -5.81365709e-03, 6.21361872e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.00565683e-03, 6.21361872e-02, -5.81365709e-03, 0.00000000e+00, -9.35631450e-02, 0.00000000e+00, 0.00000000e+00, 2.68443908e+00, 5.93409592e+00, 4.44074010e+00, 8.93355978e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0605376167
          48, -5.98325004e-03, 6.22492453e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.01522112e-03, 6.22492453e-02, -5.98325004e-03, 0.00000000e+00, -9.61176319e-02, 0.00000000e+00, 0.00000000e+00, 2.68805750e+00, 5.93765069e+00, 4.43827303e+00, 8.93700167e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0617698667
          49, -6.15880079e-03, 6.23664135e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.02511885e-03, 6.23664135e-02, -6.15880079e-03, 0.00000000e+00, -9.87518832e-02, 0.00000000e+00, 0.00000000e+00, 2.69152654e+00, 5.94105322e+00, 4.43589658e+00, 8.94029143e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0629979500
          50, -6.33917977e-03, 6.24845662e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.03554139e-03, 6.24845662e-02, -6.33917977e-03, 0.00000000e+00, -1.01451929e-01, 0.00000000e+00, 0.00000000e+00, 2.69485251e+00, 5.94431013e+00, 4.43365768e+00, 8.94343596e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0642348333
          51, -6.52352588e-03, 6.26009801e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.04660257e-03, 6.26009801e-02, -6.52352588e-03, 0.00000000e+00, -1.04208047e-01, 0.00000000e+00, 0.00000000e+00, 2.69804154e+00, 5.94742784e+00, 4.43160336e+00, 8.94644193e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0654516167
          52, -6.71098334e-03, 6.27131966e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.05839099e-03, 6.27131966e-02, -6.71098334e-03, 0.00000000e+00, -1.07010704e-01, 0.00000000e+00, 0.00000000e+00, 2.70109958e+00, 5.95041257e+00, 4.42978047e+00, 8.94931579e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0666781333
          53, -6.90078954e-03, 6.28192883e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.07095007e-03, 6.28192883e-02, -6.90078954e-03, 0.00000000e+00, -1.09851444e-01, 0.00000000e+00, 0.00000000e+00, 2.70403239e+00, 5.95327032e+00, 4.42823548e+00, 8.95206376e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0679082833
          54, -7.09224845e-03, 6.29180468e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.08428672e-03, 6.29180468e-02, -7.09224845e-03, 0.00000000e+00, -1.12722006e-01, 0.00000000e+00, 0.00000000e+00, 2.70684554e+00, 5.95600691e+00, 4.42701421e+00, 8.95469182e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0691385167
          55, -7.28453245e-03, 6.30089617e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.09841530e-03, 6.30089617e-02, -7.28453245e-03, 0.00000000e+00, -1.15611054e-01, 0.00000000e+00, 0.00000000e+00, 2.70954442e+00, 5.95862792e+00, 4.42616153e+00, 8.95720571e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0703835167
